N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epochs_pgabm,distance_epsilon_pgabm,epsilon_msm_20_batches,time_msm_20_batches,distance_epsilon_msm_20_batches,epsilon_msm_50_batches,time_msm_50_batches,distance_epsilon_msm_50_batches,epsilon_msm_100_batches,time_msm_100_batches,distance_epsilon_msm_100_batches
1000,316,8,2528,0.09206377808789917,0.25,0.3484498101073718,0.0928307684459725,0.15321946144104004,236,0.00076699035807333,0.12050000000000001,1.1888258457183838,0.028436221912100837,0.1101,2.9656176567077637,0.01803622191210083,0.10650000000000001,6.459968328475952,0.014436221912100838
1000,1000,8,8000,0.4143664257641509,0.25,0.18854375636378984,0.40212985393058875,0.2560610771179199,187,0.012236571833562138,0.4036,4.44602370262146,0.010766425764150878,0.3991,11.641743659973145,0.015266425764150882,0.41140000000000004,23.82564949989319,0.0029664257641508485
100,100,16,1600,0.015498979914127908,0.25,0.9199535770148588,0.03594035278782705,0.214524507522583,432,0.02044137287369914,0.0005,0.7047948837280273,0.014998979914127908,0.0833,1.7437241077423096,0.06780102008587209,0.08370000000000001,3.509072780609131,0.0682010200858721
100,316,16,5056,0.4733641348039762,0.25,0.17458534229265738,0.47639588169325836,0.23581576347351074,291,0.0030317468892821497,0.4713,2.558835983276367,0.002064134803976214,0.49760000000000004,5.071635961532593,0.02423586519602383,0.4948,10.676561832427979,0.021435865196023807
100,1000,16,16000,0.2884889232387508,0.25,0.0659956855193376,0.29034634483709654,0.5533745288848877,500,0.001857421598345732,0.3427,9.402285814285278,0.0542110767612492,0.3411,22.910006523132324,0.05261107676124921,0.31920000000000004,45.675127267837524,0.030711076761249234
316,100,16,1600,0.4376943692253435,0.25,0.06603558401663734,0.4341575277922512,0.12007451057434082,233,0.003536841433092297,0.4741,0.7020878791809082,0.03640563077465653,0.457,1.760575294494629,0.019305630774656524,0.47450000000000003,3.532782793045044,0.03680563077465654
316,316,16,5056,0.30428271848677935,0.25,0.1545779563570778,0.3025279772003188,0.08745908737182617,129,0.001754741286460526,0.321,2.0790293216705322,0.01671728151322066,0.3106,5.711866617202759,0.006317281513220641,0.3178,10.84149169921875,0.01351728151322068
316,1000,16,16000,0.12582979207616185,0.25,0.05840482079165574,0.12351337211328571,0.18788504600524902,185,0.00231641996287614,0.1491,8.845765113830566,0.02327020792383816,0.1527,22.907971620559692,0.026870207923838152,0.1514,45.86157155036926,0.025570207923838156
1000,100,16,1600,0.1480649617479522,0.25,0.8951377108035733,0.14991046700607552,0.07664871215820312,149,0.0018455052581233256,0.1554,0.713078498840332,0.007335038252047815,0.1567,1.7553801536560059,0.00863503825204781,0.1635,3.523483991622925,0.015435038252047811
1000,316,16,5056,0.2664612795158266,0.25,0.043733164658006814,0.26636034556245636,0.3321378231048584,500,0.00010093395337024136,0.2417,2.073395252227783,0.0247612795158266,0.2978,5.700349569320679,0.03133872048417341,0.2559,10.855457305908203,0.010561279515826583
1000,1000,16,16000,0.48103910642354675,0.25,0.09139220039987082,0.46409775013270776,0.3004310131072998,267,0.016941356290838983,0.4743,9.412072896957397,0.006739106423546748,0.4646,23.010297060012817,0.016439106423546734,0.47400000000000003,45.545037508010864,0.007039106423546715
100,100,32,3200,0.09224780224508883,0.25,0.34091948034294967,0.09810759150719392,0.14243364334106445,282,0.005859789262105092,0.1105,1.6994435787200928,0.018252197754911173,0.10590000000000001,2.923959970474243,0.01365219775491118,0.1169,5.857203960418701,0.024652197754911176
100,316,32,10112,0.2549491890715545,0.25,0.11996349495975939,0.22615510929611862,0.3397970199584961,500,0.028794079775435882,0.2818,4.3611297607421875,0.02685081092844549,0.27790000000000004,10.475253343582153,0.02295081092844553,0.2782,20.937620878219604,0.023250810928445498
100,1000,32,32000,0.1718940517184222,0.25,0.0018614340080975178,0.1713367970578388,0.1732194423675537,122,0.0005572546605834006,0.1723,17.959351301193237,0.00040594828157780594,0.1487,46.028005838394165,0.023194051718422204,0.15460000000000002,91.01933860778809,0.017294051718422188
316,100,32,3200,0.38486267247859285,0.25,0.09171711235048723,0.387389910112054,0.12080812454223633,179,0.0025272376334611324,0.38170000000000004,1.1987667083740234,0.0031626724785928095,0.35550000000000004,3.464158296585083,0.02936267247859281,0.3824,5.870516538619995,0.002462672478592831
316,316,32,10112,0.401433243216212,0.25,0.05616756832796384,0.39781562646855123,0.17415428161621094,190,0.003617616747660757,0.4146,4.384667873382568,0.013166756783788036,0.40080000000000005,10.50772500038147,0.0006332432162119428,0.4096,21.01810359954834,0.008166756783788032
316,1000,32,32000,0.2122799551511083,0.25,0.0003045029971003796,0.21112979598008053,0.16151952743530273,109,0.001150159171027787,0.2179,18.54293394088745,0.005620044848891698,0.2449,45.70988869667053,0.032620044848891694,0.24250000000000002,92.15923237800598,0.03022004484889171
1000,100,32,3200,0.10206124999716792,0.25,0.4182236236232105,0.10240467612974517,0.11356115341186523,217,0.00034342613257724863,0.113,1.198075294494629,0.010938750002832079,0.11620000000000001,2.994694232940674,0.014138750002832087,0.12350000000000001,5.982346773147583,0.021438750002832088
1000,316,32,10112,0.03354473016442766,0.25,0.17212380318880502,0.04487848710670077,0.2928493022918701,381,0.011333756942273107,0.030100000000000002,4.4284422397613525,0.003444730164427659,0.041100000000000005,10.599513053894043,0.007555269835572344,0.0407,21.396839380264282,0.007155269835572339
1000,1000,32,32000,0.09932413221028075,0.25,0.03418551932945255,0.09839910370138277,0.308544397354126,230,0.0009250285088979737,0.0787,18.800067901611328,0.02062413221028074,0.0814,46.316341400146484,0.017924132210280747,0.0784,93.39125227928162,0.02092413221028075
100,100,1,100,0.1362004250646911,0.25,0.5431640475192038,0.13547922848136626,0.08220076560974121,164,0.0007211965833248402,0.14850000000000002,0.25080394744873047,0.012299574935308921,0.12290000000000001,0.6226427555084229,0.01330042506469109,0.1257,1.2593493461608887,0.010500425064691093
100,316,1,316,0.2993944589546052,0.25,0.6157259286130373,0.30137367461019304,0.09943199157714844,158,0.0019792156555878404,0.31,0.4043385982513428,0.010605541045394795,0.2877,1.0045735836029053,0.011694458954605191,0.2963,2.0033347606658936,0.003094458954605195
100,1000,1,1000,0.4365417486372178,0.25,0.30218150041580416,0.43687244520518004,0.27790045738220215,233,0.000330696567962252,0.4534,1.0442497730255127,0.01685825136278224,0.44210000000000005,2.5983192920684814,0.005558251362782263,0.4395,5.2202794551849365,0.002958251362782216
316,100,1,100,0.06411546942274315,0.25,0.3667319816609417,0.06362937762126916,0.15505504608154297,307,0.00048609180147399234,0.062400000000000004,0.2501699924468994,0.0017154694227431502,0.0594,0.6214840412139893,0.004715469422743153,0.0582,1.255894422531128,0.005915469422743153
316,316,1,316,0.479094370857448,0.25,0.5749397272777665,0.4730432300399828,0.18593811988830566,288,0.006051140817465217,0.45520000000000005,0.40021729469299316,0.023894370857447944,0.4661,1.0053856372833252,0.012994370857447979,0.4676,2.0078284740448,0.011494370857447977
316,1000,1,1000,0.34158542192707325,0.25,0.8092165837173445,0.3437373402569589,0.14031124114990234,137,0.0021519183298856492,0.3458,1.0413243770599365,0.004214578072926745,0.3356,2.5846691131591797,0.005985421927073242,0.34,5.182718753814697,0.0015854219270732273
1000,100,1,100,0.3709821178391901,0.25,0.2015966344081711,0.34038307203036444,0.06576371192932129,127,0.030599045808825664,0.34400000000000003,0.25034618377685547,0.02698211783919008,0.3375,0.6203312873840332,0.033482117839190084,0.33590000000000003,1.253279685974121,0.035082117839190075
1000,316,1,316,0.4914403929604953,0.25,0.32752405584828914,0.5023169878444727,0.20812463760375977,316,0.010876594883977353,0.49560000000000004,0.40082597732543945,0.004159607039504742,0.4927,1.0085327625274658,0.0012596070395047287,0.49310000000000004,2.011732816696167,0.0016596070395047402
1000,1000,1,1000,0.20805038630907102,0.25,0.742921250389697,0.2019312627512301,0.12699031829833984,119,0.0061191235578409164,0.1938,1.0466735363006592,0.014250386309071023,0.20470000000000002,2.5987582206726074,0.0033503863090710018,0.2,5.210947275161743,0.008050386309071011
100,100,2,200,0.2657917329479509,0.25,0.3409202491323421,0.245943826342631,0.25005364418029785,500,0.019847906605319876,0.263,0.27994370460510254,0.0027917329479508757,0.2715,0.6966712474822998,0.005708267052049132,0.2614,1.4035780429840088,0.004391732947950866
100,316,2,632,0.3396064750978593,0.25,0.047610928706555034,0.34338880227561935,0.08719873428344727,132,0.0037823271777600587,0.3337,0.51497483253479,0.005906475097859298,0.34,1.2834653854370117,0.00039352490214072944,0.3403,2.5884501934051514,0.0006935249021406964
100,1000,2,2000,0.25643757129499567,0.25,0.15635692867625162,0.25963285963097904,0.5329630374908447,500,0.0031952883359833706,0.2676,1.5289583206176758,0.011162428705004335,0.2706,3.821349859237671,0.014162428705004337,0.2646,7.613184928894043,0.008162428705004332
316,100,2,200,0.1495561723304178,0.25,0.1938648596595468,0.1364977233056314,0.08545517921447754,168,0.013058449024786395,0.139,0.2800915241241455,0.010556172330417779,0.18100000000000002,0.6985025405883789,0.03144382766958223,0.15360000000000001,1.394160509109497,0.004043827669582223
316,316,2,632,0.05269233636501963,0.25,0.4951123625611782,0.062424385616946985,0.200667142868042,312,0.009732049251927354,0.0736,0.513545036315918,0.020907663634980367,0.058600000000000006,1.2878351211547852,0.005907663634980374,0.060500000000000005,2.575798749923706,0.007807663634980373
316,1000,2,2000,0.14246607286107238,0.25,0.6351249610913382,0.13992833554287276,0.16158795356750488,157,0.0025377373181996177,0.129,1.5227999687194824,0.013466072861072376,0.135,4.332965612411499,0.00746607286107237,0.13570000000000002,7.605937719345093,0.006766072861072364
1000,100,2,200,0.38442642414387895,0.25,0.880219977218583,0.380604759718204,0.09297037124633789,181,0.003821664425674942,0.3336,0.2797555923461914,0.050826424143878945,0.3435,0.6925745010375977,0.040926424143878926,0.34740000000000004,1.3927617073059082,0.03702642414387891
1000,316,2,632,0.3203913522259231,0.25,0.9025365564222451,0.3229247440984405,0.07641744613647461,114,0.002533391872517443,0.3296,0.5169322490692139,0.009208647774076928,0.33330000000000004,1.2794084548950195,0.012908647774076965,0.33190000000000003,2.5796725749969482,0.011508647774076952
1000,1000,2,2000,0.4006653516015963,0.25,0.307160768485095,0.395749775788371,0.2546396255493164,188,0.00491557581322527,0.38420000000000004,1.526031494140625,0.016465351601596234,0.3835,3.8094773292541504,0.017165351601596268,0.38530000000000003,7.6310365200042725,0.015365351601596244
100,100,4,400,0.2585602659852133,0.25,0.7533800731255857,0.24615984068308652,0.2508542537689209,500,0.012400425302126789,0.2854,0.3416619300842285,0.026839734014786676,0.2844,0.8359103202819824,0.025839734014786675,0.2087,1.6770269870758057,0.049860265985213315
100,316,4,1264,0.11605001092316752,0.25,0.2824280305589726,0.11724479081667084,0.11828088760375977,190,0.00119477989350332,0.1698,0.7440221309661865,0.05374998907683248,0.156,1.8312716484069824,0.039949989076832476,0.16540000000000002,3.692451238632202,0.049349989076832496
100,1000,4,4000,0.31398096349095134,0.25,0.18428843488263796,0.30367042060179916,0.5432517528533936,500,0.010310542889152174,0.3012,2.4719741344451904,0.012780963490951314,0.3139,6.173442125320435,8.09634909513246e-05,0.3057,12.916380167007446,0.00828096349095131
316,100,4,400,0.15200274501115157,0.25,0.2927265620931302,0.1481773309477581,0.07726144790649414,152,0.003825414063393484,0.0821,0.3379950523376465,0.06990274501115157,0.11900000000000001,0.8462240695953369,0.033002745011151566,0.1208,1.6865830421447754,0.03120274501115157
316,316,4,1264,0.014764372471010478,0.25,0.41369073619910135,0.03517169454496617,0.266829252243042,419,0.020407322073955694,0.0134,0.7368433475494385,0.001364372471010478,0.0123,1.851288080215454,0.0024643724710104783,0.015000000000000001,3.6999456882476807,0.00023562752898952273
316,1000,4,4000,0.4516655884084378,0.25,0.10735784783419028,0.44081373425640946,0.2992572784423828,238,0.010851854152028328,0.445,2.487858772277832,0.006665588408437784,0.4524,6.734430313110352,0.000734411591562234,0.4499,12.43868350982666,0.0017655884084377682
1000,100,4,400,0.21018478440139254,0.25,0.31898600647018904,0.21567784088170266,0.25649189949035645,500,0.005493056480310121,0.19140000000000001,0.3351747989654541,0.01878478440139253,0.19310000000000002,0.8391532897949219,0.017084784401392522,0.19060000000000002,1.7025392055511475,0.019584784401392524
1000,316,4,1264,0.2130653902123561,0.25,0.12191981389008766,0.21011989609732534,0.08426523208618164,128,0.0029454941150307556,0.2243,0.7405896186828613,0.011234609787643901,0.2388,1.852834701538086,0.025734609787643914,0.2412,3.7127487659454346,0.0281346097876439
1000,1000,4,4000,0.37062586766592953,0.25,0.4815091197977673,0.371788561033307,0.22875547409057617,163,0.0011626933673774542,0.3421,2.4976255893707275,0.028525867665929516,0.3758,6.797183990478516,0.0051741323340704914,0.3508,12.581846237182617,0.01982586766592953
100,100,8,800,0.4742292021528968,0.25,0.5039830093987828,0.4749213882877884,0.17318511009216309,268,0.0006921861348915814,0.47250000000000003,0.4699697494506836,0.0017292021528967916,0.4696,1.1630973815917969,0.004629202152896805,0.4313,2.3308234214782715,0.042929202152896806
100,316,8,2528,0.036257764022731676,0.25,0.7303011729340695,0.046890608726996526,0.24061155319213867,385,0.01063284470426485,0.0813,1.1746306419372559,0.04504223597726832,0.09380000000000001,3.489102602005005,0.05754223597726833,0.0915,5.872762441635132,0.05524223597726832
100,1000,8,8000,0.08635054406613746,0.25,0.18654003519335527,0.0928930678979944,0.3521749973297119,308,0.006542523831856939,0.0949,4.92933988571167,0.00854945593386254,0.092,11.527710914611816,0.0056494559338625405,0.09050000000000001,23.644425630569458,0.004149455933862553
316,100,8,800,0.16117874456635534,0.25,0.4577052876804192,0.15750476391356022,0.07058572769165039,138,0.003673980652795117,0.1463,0.4616086483001709,0.014878744566355323,0.1496,1.1529159545898438,0.011578744566355326,0.151,2.327090263366699,0.010178744566355341
316,316,8,2528,0.1242121231650995,0.25,0.5970112541994713,0.1226416145252342,0.12046647071838379,185,0.0015705086398652979,0.1874,1.1819825172424316,0.06318787683490051,0.1237,2.949838399887085,0.0005121231650994928,0.1222,5.921215534210205,0.002012123165099494
316,1000,8,8000,0.24774749068059648,0.25,0.15700576965173146,0.2442775149240157,0.5736985206604004,500,0.0034699757565807843,0.2766,4.945385932922363,0.02885250931940353,0.24530000000000002,11.575616121292114,0.0024474906805964647,0.2399,23.682998418807983,0.00784749068059648
1000,100,8,800,0.41222980539884174,0.25,0.30375843415186865,0.3987455764996738,0.09433150291442871,182,0.01348422889916795,0.3855,0.4667696952819824,0.026729805398841733,0.38870000000000005,1.160207748413086,0.023529805398841697,0.38530000000000003,2.3346753120422363,0.02692980539884171
1000,316,8,2528,0.42698620747108795,0.25,0.41270515301682903,0.4193529675230614,0.18380165100097656,209,0.00763323994802656,0.4373,1.1867458820343018,0.010313792528912069,0.4456,2.9621429443359375,0.018613792528912043,0.4418,5.9294798374176025,0.014813792528912073
1000,1000,8,8000,0.2979149710293508,0.25,0.1780780489118573,0.29524453868082856,0.1795492172241211,119,0.0026704323485222115,0.3126,4.442112684249878,0.014685028970649217,0.2931,12.191654443740845,0.004814971029350745,0.3065,23.338000059127808,0.008585028970649222
100,100,16,1600,0.12008686691553333,0.25,0.30531353144830675,0.1227383408025791,0.11572527885437012,229,0.0026514738870457716,0.0482,0.7034890651702881,0.07188686691553334,0.1121,2.2962539196014404,0.007986866915533325,0.1101,3.50644850730896,0.009986866915533327
100,316,16,5056,0.09324634413634264,0.25,0.004953653831674551,0.09127010895289064,0.1768791675567627,243,0.0019762351834519964,0.11660000000000001,2.0289790630340576,0.02335365586365737,0.15660000000000002,5.0855488777160645,0.06335365586365738,0.1584,11.247146129608154,0.06515365586365737
100,1000,16,16000,0.3716952562010195,0.25,0.033532853641992044,0.36878642095740355,0.16456198692321777,155,0.0029088352436159592,0.3664,8.789039611816406,0.005295256201019505,0.35960000000000003,22.785709857940674,0.012095256201019478,0.3593,45.627236127853394,0.0123952562010195
316,100,16,1600,0.11860702882177382,0.25,0.7967454755900841,0.11858287098059263,0.09896302223205566,194,2.415784118119102e-05,0.23650000000000002,0.70076584815979,0.1178929711782262,0.15130000000000002,1.7593414783477783,0.0326929711782262,0.1525,3.5284817218780518,0.03389297117822618
316,316,16,5056,0.26974544546327484,0.25,0.3678770130393597,0.26929828556194135,0.3307621479034424,500,0.0004471599013334826,0.3296,2.055222272872925,0.05985455453672517,0.28850000000000003,5.671013832092285,0.0187545545367252,0.28140000000000004,10.796852827072144,0.011654554536725203
316,1000,16,16000,0.3746403935635959,0.25,0.07816639436290689,0.3631393844347431,0.1728651523590088,153,0.011501009128852824,0.3728,9.376415014266968,0.001840393563595888,0.3577,22.32464098930359,0.01694039356359589,0.3723,45.82106900215149,0.0023403935635958883
1000,100,16,1600,0.11412455230769297,0.25,0.13280748458041103,0.11327690304700926,0.10311436653137207,198,0.0008476492606837166,0.10490000000000001,0.7092251777648926,0.009224552307692965,0.1129,1.759533166885376,0.001224552307692972,0.1092,3.537665605545044,0.004924552307692967
1000,316,16,5056,0.08725059378637201,0.25,0.2996718193225559,0.08636467532340132,0.1696014404296875,252,0.000885918462970689,0.1008,2.5994837284088135,0.01354940621362799,0.08,5.167452573776245,0.007250593786372009,0.10360000000000001,10.890342712402344,0.016349406213628
1000,1000,16,16000,0.019867843287925624,0.25,0.065863168255918,0.037500491531162146,0.4331786632537842,409,0.017632648243236522,0.0477,9.455787420272827,0.027832156712074375,0.032100000000000004,23.101860284805298,0.01223215671207438,0.0402,46.20949625968933,0.020332156712074376
100,100,32,3200,0.07378441884997378,0.25,0.4711681697632581,0.07758071719664406,0.16341757774353027,321,0.0037962983466702793,0.1525,1.1791644096374512,0.07871558115002622,0.1998,2.9367833137512207,0.12601558115002623,0.17900000000000002,5.87682032585144,0.10521558115002624
100,316,32,10112,0.4257194534734954,0.25,0.16982035266416387,0.41795983925877983,0.15893864631652832,227,0.007759614214715549,0.4088,4.315391540527344,0.016919453473495383,0.4567,10.554836750030518,0.030980546526504615,0.42060000000000003,21.006871461868286,0.00511945347349535
100,1000,32,32000,0.05231795587247928,0.25,0.059221346943864016,0.060741747823685056,0.3659322261810303,370,0.008423791951205774,0.013300000000000001,18.61449885368347,0.03901795587247928,0.0913,45.95902156829834,0.038982044127520724,0.0935,92.44243597984314,0.04118204412752072
316,100,32,3200,0.1118225227636589,0.25,0.4090859591392697,0.11267160718684066,0.10548973083496094,202,0.0008490844231817674,0.31520000000000004,1.17746901512146,0.20337747723634114,0.11320000000000001,2.9646029472351074,0.0013774772363411153,0.10980000000000001,5.917351484298706,0.002022522763658885
316,316,32,10112,0.016378599872988564,0.25,0.16895929783280192,0.03733667606024377,0.2640345096588135,408,0.020958076187255203,0.032600000000000004,4.340693473815918,0.01622140012701144,0.0344,10.56292200088501,0.018021400127011436,0.0351,21.159528970718384,0.018721400127011435
316,1000,32,32000,0.3381783177256393,0.25,0.046411753606034174,0.3352073707043987,0.1529383659362793,124,0.0029709470212405664,0.328,18.620137214660645,0.010178317725639263,0.3438,46.06692910194397,0.0056216822743607175,0.34290000000000004,92.83003616333008,0.004721682274360761
1000,100,32,3200,0.1158515707323598,0.25,0.45443824275229805,0.11331682519313528,0.10302472114562988,198,0.002534745539224517,0.34040000000000004,1.188507080078125,0.22454842926764024,0.12760000000000002,2.981724262237549,0.01174842926764022,0.1263,6.484206199645996,0.010448429267640197
1000,316,32,10112,0.20679585890088215,0.25,0.16985576666672564,0.20767071787384944,0.09332513809204102,135,0.0008748589729672962,0.2212,4.355847120285034,0.014404141099117862,0.186,10.627271890640259,0.020795858900882147,0.1852,21.250898838043213,0.021595858900882142
1000,1000,32,32000,0.06965058566186338,0.25,0.057687690047104084,0.07172129897997848,0.3218083381652832,296,0.0020707133181150916,0.0649,18.218183279037476,0.004750585661863385,0.0534,46.99286198616028,0.01625058566186338,0.052700000000000004,92.8189549446106,0.01695058566186338
